id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
nk-070525502332,naukri,https://www.naukri.com/job-listings-software-engineer-trainee-input-zero-technologies-pvt-ltd-gurugram-bengaluru-0-to-2-years-070525502332,,Software Engineer Trainee,Input Zero Technologies,"Gurugram, Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/input-zero-technologies-jobs-careers-692543,https://img.naukimg.com/logo_images/groups/v1/4603469.gif,,,,,,,,3.7,111.0,,Work from office
nk-280624500630,naukri,https://www.naukri.com/job-listings-software-engineer-fresher-dlt-apps-bengaluru-0-to-1-years-280624500630,,Software Engineer(Fresher),DLT Apps,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/dlt-apps-jobs-careers-124088718,https://img.naukimg.com/logo_images/groups/v1/8092253.gif,,,,,,,,3.4,9.0,,Work from office
nk-250320501368,naukri,https://www.naukri.com/job-listings-software-engineering-intern-simbo-ai-bengaluru-0-to-1-years-250320501368,,Software Engineering Intern,Simbo.ai,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/simbo-ai-jobs-careers-4736926,https://img.naukimg.com/logo_images/groups/v1/3871240.gif,,,,,,,,4.5,6.0,,Work from office
nk-211118500010,naukri,https://www.naukri.com/job-listings-intern-software-engineering-bayatree-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-211118500010,,Intern: Software Engineering,BayaTree,"Kolkata, Mumbai, India",,,,,,,,False,,,,,,,https://www.naukri.com/bayatree-infocom-jobs-careers-189563,https://img.naukimg.com/logo_images/groups/v1/4583603.gif,,,,,,,,4.0,20.0,,Work from office
nk-211024503916,naukri,https://www.naukri.com/job-listings-software-engineer-intern-true-beacon-bengaluru-0-to-1-years-211024503916,,Software Engineer Intern,True Beacon Investment Advisors,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/true-beacon-investment-advisors-jobs-careers-6545160,https://img.naukimg.com/logo_images/groups/v1/6198057.gif,,,,,,,,4.4,3.0,,Work from office
nk-110725509279,naukri,https://www.naukri.com/job-listings-software-engineer-intern-backend-codemonk-bengaluru-0-to-1-years-110725509279,,Software Engineer Intern - Backend,Codemonk,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/codemonk-jobs-careers-4823544,https://img.naukimg.com/logo_images/groups/v1/3984516.gif,,,,,,,,3.6,24.0,,Work from office
nk-100125504417,naukri,https://www.naukri.com/job-listings-software-engineer-intern-frontend-codemonk-bengaluru-0-to-3-years-100125504417,,Software Engineer Intern - Frontend,Codemonk,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/codemonk-jobs-careers-4823544,https://img.naukimg.com/logo_images/groups/v1/3984516.gif,,,,,,,,3.6,24.0,,Work from office
nk-300625501230,naukri,https://www.naukri.com/job-listings-software-engineer-intern-betterworks-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-300625501230,,Software Engineer Intern,Betterworks,"Kolkata, Mumbai, India",,,,,,,,False,,,,,,,https://www.naukri.com/betterworks-jobs-careers-5601356,https://img.naukimg.com/logo_images/groups/v1/5040620.gif,,,,,,,,3.8,10.0,,Work from office
nk-201125502397,naukri,https://www.naukri.com/job-listings-software-development-engineer-digital-solution-tech-mumbai-hyderabad-new-delhi-chennai-bengaluru-0-to-1-years-201125502397,,Software Development Engineer,Digital Solution Tech,"Mumbai, Hyderabad, India",,,,,,,,False,,,,,,,https://www.naukri.com/digital-solution-tech-jobs-careers-124652110,https://img.naukimg.com/logo_images/groups/v1/7402675.gif,,,,,,,,,,,Work from office
nk-140725501753,naukri,https://www.naukri.com/job-listings-software-engineering-intern-agneyas-labs-bengaluru-0-to-1-years-140725501753,,Software Engineering Intern,Agneyas Labs,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/agneyas-labs-jobs-careers-4736266,https://img.naukimg.com/logo_images/groups/v1/3870634.gif,,,,,,,,2.9,4.0,,Work from office
nk-041125501941,naukri,https://www.naukri.com/job-listings-intern-full-stack-software-engineer-with-ai-ml-aerotec-bengaluru-0-to-2-years-041125501941,,Intern - Full stack Software Engineer with AI/ML,Premium Aerotec,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/premium-aerotec-jobs-careers-125076821,https://img.naukimg.com/logo_images/groups/v1/7029887.gif,,,,,,,,,,,Work from office
nk-090125501286,naukri,https://www.naukri.com/job-listings-ui5-web-developer-wmd-services-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-090125501286,,UI5/Web Developer,WMD Services,"Kolkata, Mumbai, India",,,,,,,,False,,,,,,,https://www.naukri.com/wmd-services-jobs-careers-2152804,https://img.naukimg.com/logo_images/groups/v1/4639805.gif,,,,,,,,3.9,16.0,,Work from office
nk-140524501820,naukri,https://www.naukri.com/job-listings-web-designer-developer-innovkraft-incorporated-bengaluru-0-to-1-years-140524501820,,Web Designer & Developer,Innovkraft Incorporated,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/innovkraft-incorporated-jobs-careers-5541270,https://img.naukimg.com/logo_images/groups/v1/4987990.gif,,,,,,,,4.8,20.0,,Work from office
nk-300126008507,naukri,https://www.naukri.com/job-listings-web-developer-intern-avadhuta-technologies-bengaluru-0-to-1-years-300126008507,,Web Developer Intern,Avadhuta Technologies,"Bengaluru(Raja Rajeshwari Nagar), India",,,,,,,,False,,,,,,,https://www.naukri.com/avadhuta-technologies-jobs-careers-6755535,https://img.naukimg.com/logo_images/groups/v1/7837673.gif,,,,,,,,,,2.0,Work from office
nk-150720500023,naukri,https://www.naukri.com/job-listings-web-developer-intern-gavista-tech-bengaluru-0-to-1-years-150720500023,,Web Developer Intern,Gavista Tech,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/gavista-tech-jobs-careers-2031676,https://img.naukimg.com/logo_images/groups/v1/1525914.gif,,,,,,,,,,,Work from office
nk-131224502426,naukri,https://www.naukri.com/job-listings-opening-for-web-developer-interns-stellent-kannur-bengaluru-0-to-1-years-131224502426,,Job Opening For Web Developer Interns,Stellentcg,"Kannur, Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/stellentcg-jobs-careers-124531780,https://img.naukimg.com/logo_images/groups/v1/11664898.gif,,,,,,,,4.6,11.0,,Work from office
nk-121125503975,naukri,https://www.naukri.com/job-listings-web-developer-intern-sakthicadd-bengaluru-0-to-1-years-121125503975,,Web Developer Intern,Sakthi Cadd,"Bengaluru, India",,,,,,,,False,,,,,,,https://www.naukri.com/sakthi-cadd-jobs-careers-123911111,https://img.naukimg.com/logo_images/groups/v1/470172.gif,,,,,,,,,,,Work from office
